Source,Destination,Distance(M)
City_130,City_1,2408311
City_130,City_101,10348412
City_130,City_107,14558722
City_130,City_109,14320893
City_130,City_110,16526068
City_130,City_112,16130079
City_130,City_113,14239094
City_130,City_114,15945207
City_130,City_12,2429761
City_130,City_125,7708694
City_130,City_131,2649719
City_130,City_132,1971003
City_130,City_134,1461499
City_130,City_135,636123
City_130,City_14,2631215
City_130,City_144,8381118
City_130,City_15,2359114
City_130,City_151,9788513
City_130,City_153,8680697
City_130,City_154,9056841
City_130,City_155,8539028
City_130,City_156,8784806
City_130,City_16,3220218
City_130,City_28,12796085
City_130,City_3,4158974
City_130,City_30,14694773
City_130,City_32,14509418
City_130,City_33,9322142
City_130,City_37,9638892
City_130,City_42,10790814
City_130,City_43,5237490
City_130,City_44,4860391
City_130,City_45,4997116
City_130,City_49,4453871
City_130,City_5,2824413
City_130,City_50,5223420
City_130,City_52,4614158
City_130,City_54,927540
City_130,City_57,294403
City_130,City_58,2478488
City_130,City_61,1835288
City_130,City_7,3336243
City_130,City_71,3569628
City_130,City_73,3535969
City_130,City_81,4472611
City_130,City_82,4458125
City_130,City_83,10285433
City_130,City_86,9051200
City_130,City_87,9401171
City_130,City_9,2758404
City_130,City_91,8805132
City_130,City_93,9253197
City_130,City_94,8910026
City_130,City_95,8336487
City_131,City_106,10944546
City_131,City_108,10741682
City_131,City_11,2252632
City_131,City_118,17417706
City_131,City_122,9046572
City_131,City_128,5207656
City_131,City_137,9787384
City_131,City_138,10849560
City_131,City_141,9564726
City_131,City_142,9457328
City_131,City_143,8828151
City_131,City_150,11414443
City_131,City_152,11102755
City_131,City_158,10041906
City_131,City_17,5270323
City_131,City_23,14050698
City_131,City_24,11820835
City_131,City_29,14275908
City_131,City_31,13569004
City_131,City_35,10596451
City_131,City_38,11011645
City_131,City_47,2814282
City_131,City_51,1421079
City_131,City_53,2430904
City_131,City_62,4851007
City_131,City_63,7379870
City_131,City_66,9687043
City_131,City_72,2885135
City_131,City_75,2187669
City_131,City_79,2943469
City_131,City_84,11055085
City_131,City_85,10961982
City_131,City_92,10040632
City_131,City_98,10176719
City_131,City_99,11305893
City_132,City_11,4247446
City_132,City_122,8627195
City_132,City_128,4469655
City_132,City_137,9749996
City_132,City_138,8811479
City_132,City_141,8106502
City_132,City_142,8087511
City_132,City_150,11964259
City_132,City_152,11666836
City_132,City_158,10936257
City_132,City_17,5530029
City_132,City_35,11495993
City_132,City_38,11890547
City_132,City_47,5019713
City_132,City_51,3423154
City_132,City_53,1377866
City_132,City_62,3974256
City_132,City_63,7184861
City_132,City_66,9603146
City_132,City_72,4883049
City_132,City_75,4233743
City_132,City_79,5226357
City_132,City_84,11909245
City_132,City_92,10928470
City_132,City_98,10418361
City_133,City_11,2851114
City_133,City_132,3241900
City_133,City_16,2372053
City_133,City_17,2353202
City_133,City_44,4368676
City_134,City_106,11471119
City_134,City_108,11174555
City_134,City_11,1995112
City_134,City_118,17692561
City_134,City_122,7234757
City_134,City_128,3522265
City_134,City_137,7998212
City_134,City_138,9706466
City_134,City_141,8003731
City_134,City_142,7856171
City_134,City_143,7327484
City_134,City_150,9788928
City_134,City_152,9477599
City_134,City_158,8539497
City_134,City_17,3478959
City_134,City_23,13698743
City_134,City_24,12586072
City_134,City_29,14318593
City_134,City_31,13969687
City_134,City_35,9104515
City_134,City_38,9515907
City_134,City_47,2970564
City_134,City_51,1463755
City_134,City_53,1703907
City_134,City_62,3245982
City_134,City_63,5567275
City_134,City_66,7891484
City_134,City_72,2530862
City_134,City_75,2051855
City_134,City_79,3393230
City_134,City_84,9548362
City_134,City_85,9471476
City_134,City_92,8535051
City_134,City_98,8442879
City_134,City_99,9826940
City_135,City_106,13106836
City_135,City_108,12837437
City_135,City_11,3668971
City_135,City_118,19341170
City_135,City_122,7370117
City_135,City_128,3224610
City_135,City_137,8439929
City_135,City_138,8435143
City_135,City_141,7244560
City_135,City_142,7173962
City_135,City_143,8462030
City_135,City_150,10626913
City_135,City_152,10329613
City_135,City_158,9622549
City_135,City_17,4198059
City_135,City_23,15367509
City_135,City_24,14129105
City_135,City_29,16047195
City_135,City_31,15665239
City_135,City_35,10178855
City_135,City_38,10568684
City_135,City_47,4595972
City_135,City_51,2975145
City_135,City_53,41355
City_135,City_62,2758356
City_135,City_63,5874868
City_135,City_66,8297860
City_135,City_72,4243646
City_135,City_75,3701419
City_135,City_79,4942771
City_135,City_84,10584992
City_135,City_85,10532984
City_135,City_92,9614047
City_135,City_98,9087121
City_135,City_99,10889141
City_136,City_100,2253659
City_136,City_118,7546446
City_136,City_143,4231087
City_136,City_157,3532733
City_136,City_85,2316311
City_136,City_99,2083153
City_137,City_1,8204335
City_137,City_10,8138564
City_137,City_100,3568063
City_137,City_101,3491549
City_137,City_102,8537595
City_137,City_104,12110578
City_137,City_105,9784571
City_137,City_106,11048597
City_137,City_107,9028795
City_137,City_108,10675824
City_137,City_109,8531048
City_137,City_11,8344298
City_137,City_110,12189682
City_137,City_112,12393488
City_137,City_113,12124343
City_137,City_114,10164446
City_137,City_118,11054246
City_137,City_12,8151984
City_137,City_125,1006699
City_137,City_13,4498370
City_137,City_131,9787384
City_137,City_132,9749996
City_137,City_134,7998212
City_137,City_135,8439929
City_137,City_138,6790430
City_137,City_14,5265062
City_137,City_143,2796239
City_137,City_144,3194911
City_137,City_15,5508953
City_137,City_151,2467464
City_137,City_153,3242362
City_137,City_154,2173655
City_137,City_155,1405309
City_137,City_156,1723160
City_137,City_157,2897799
City_137,City_16,4618123
City_137,City_17,4520026
City_137,City_18,5112420
City_137,City_23,8842373
City_137,City_24,12029033
City_137,City_26,9680857
City_137,City_28,10824003
City_137,City_29,10039131
City_137,City_3,7575687
City_137,City_30,9355697
City_137,City_31,10963681
City_137,City_32,11794486
City_137,City_33,2722200
City_137,City_35,2954659
City_137,City_37,2617159
City_137,City_38,3097223
City_137,City_39,3030276
City_137,City_40,2699076
City_137,City_42,3178065
City_137,City_43,9576980
City_137,City_44,9331442
City_137,City_45,9406431
City_137,City_49,8497505
City_137,City_5,6928827
City_137,City_50,9591352
City_137,City_51,8763485
City_137,City_52,9116615
City_137,City_53,8402017
City_137,City_54,7390056
City_137,City_57,8095873
City_137,City_58,9272083
City_137,City_61,7524790
City_137,City_63,2565760
City_137,City_66,179984
City_137,City_7,7198669
City_137,City_71,8327772
City_137,City_72,8070473
City_137,City_73,7577146
City_137,City_81,8805799
City_137,City_82,8532909
City_137,City_83,2716672
City_137,City_84,3053559
City_137,City_85,3105422
City_137,City_86,3251254
City_137,City_87,3250593
City_137,City_88,3041564
City_137,City_9,7230508
City_137,City_90,2556634
City_137,City_91,2448087
City_137,City_93,2461141
City_137,City_94,2034755
City_137,City_95,1507993
City_137,City_99,3332324
City_138,City_1,10605732
City_138,City_10,11523697
City_138,City_100,9807317
City_138,City_101,9698755
City_138,City_102,13121741
City_138,City_104,16986351
City_138,City_105,14925344
City_138,City_107,13813205
City_138,City_109,13404026
City_138,City_11,11549438
City_138,City_110,14885762
City_138,City_112,15344768
City_138,City_113,16973763
City_138,City_114,7600440
City_138,City_118,11722623
City_138,City_12,10605320
City_138,City_125,7762850
City_138,City_13,7049683
City_138,City_131,10849560
City_138,City_132,8811479
City_138,City_134,9706466
City_138,City_135,8435143
City_138,City_14,6895960
City_138,City_143,9540533
City_138,City_144,9984354
City_138,City_15,7113907
City_138,City_151,8660138
City_138,City_153,10026201
City_138,City_154,8784403
City_138,City_155,8106247
City_138,City_156,8372334
City_138,City_157,9674202
City_138,City_16,7070159
City_138,City_17,8142840
City_138,City_18,7310771
City_138,City_23,13308046
City_138,City_26,14448489
City_138,City_29,13996586
City_138,City_3,11721952
City_138,City_30,14081297
City_138,City_31,15097735
City_138,City_32,16517488
City_138,City_33,9318924
City_138,City_34,8886706
City_138,City_37,9009266
City_138,City_39,9204403
City_138,City_40,8814227
City_138,City_42,8595053
City_138,City_43,13457221
City_138,City_44,13064911
City_138,City_45,13203490
City_138,City_49,12428766
City_138,City_5,10233623
City_138,City_50,13448798
City_138,City_52,12791219
City_138,City_54,8874585
City_138,City_57,8335484
City_138,City_58,10805628
City_138,City_61,9796301
City_138,City_7,10844375
City_138,City_71,11637093
City_138,City_73,11238545
City_138,City_81,12567778
City_138,City_82,12447437
City_138,City_83,8458237
City_138,City_85,9489710
City_138,City_86,9988976
City_138,City_87,9898756
City_138,City_88,9671581
City_138,City_9,10393292
City_138,City_90,8878328
City_138,City_91,9179792
City_138,City_93,9037791
City_138,City_94,8684888
City_138,City_95,8275265
City_138,City_96,8802727
City_138,City_99,9546563
City_139,City_100,6145149
City_139,City_118,12414157
City_139,City_143,5196395
City_139,City_157,5476398
City_139,City_85,5704847
City_139,City_99,5896445
City_14,City_11,4765574
City_14,City_118,16319259
City_14,City_122,4175391
City_14,City_128,367715
City_14,City_137,5265062
City_14,City_138,6895960
City_14,City_141,4775997
City_14,City_142,4595571
City_14,City_143,5861765
City_14,City_150,7589764
City_14,City_152,7312324
City_14,City_158,6864545
City_14,City_17,1750115
City_14,City_23,13367984
City_14,City_29,14480632
City_14,City_31,14893315
City_14,City_35,7376721
City_14,City_38,7721073
City_14,City_47,5703340
City_14,City_51,4630257
City_14,City_53,3163598
City_14,City_62,716453
City_14,City_63,2705005
City_14,City_66,5115928
City_14,City_72,4975631
City_14,City_75,4884880
City_14,City_79,6243155
City_14,City_84,7719409
City_14,City_85,7696768
City_14,City_92,6851566
City_14,City_98,5978798
City_14,City_99,8035158
City_140,City_106,11982084
City_140,City_108,11808591
City_140,City_111,10744430
City_140,City_138,5159696
City_140,City_24,12171435
City_140,City_35,5413889
City_140,City_36,5017953
City_140,City_38,5168512
City_140,City_51,12828856
City_140,City_53,11541874
City_140,City_63,6280806
City_140,City_66,4266268
City_140,City_69,6225995
City_140,City_72,12296859
City_140,City_84,5090028
City_141,City_1,8761430
City_141,City_10,9437862
City_141,City_100,7744044
City_141,City_101,7648615
City_141,City_102,12176180
City_141,City_105,13778260
City_141,City_106,15370154
City_141,City_107,12807452
City_141,City_108,15008802
City_141,City_109,12311395
City_141,City_11,9527268
City_141,City_114,9284385
City_141,City_118,12635193
City_141,City_12,8742192
City_141,City_125,5236408
City_141,City_13,4677527
City_141,City_131,9564726
City_141,City_132,8106502
City_141,City_134,8003731
City_141,City_135,7244560
City_141,City_138,2703997
City_141,City_14,4775997
City_141,City_143,6956589
City_141,City_144,7460315
City_141,City_15,5045165
City_141,City_151,6567691
City_141,City_153,7551014
City_141,City_154,6480648
City_141,City_155,5733116
City_141,City_156,6037034
City_141,City_157,7219612
City_141,City_16,4728321
City_141,City_17,5661209
City_141,City_18,5083575
City_141,City_23,12448465
City_141,City_24,16200550
City_141,City_26,13508166
City_141,City_29,13510691
City_141,City_3,9414821
City_141,City_30,13134948
City_141,City_31,14639410
City_141,City_33,7032976
City_141,City_35,7249277
City_141,City_37,6835222
City_141,City_38,7314913
City_141,City_39,7149615
City_141,City_40,6766778
City_141,City_42,6839523
City_141,City_43,11389193
City_141,City_44,11010819
City_141,City_45,11140298
City_141,City_49,10246528
City_141,City_5,8045841
City_141,City_50,11388302
City_141,City_51,9392391
City_141,City_52,10730828
City_141,City_53,7226146
City_141,City_54,7139313
City_141,City_57,7021849
City_141,City_58,9320418
City_141,City_61,7898834
City_141,City_63,3959650
City_141,City_66,4183552
City_141,City_7,8611945
City_141,City_71,9588219
City_141,City_72,9666405
City_141,City_73,9036854
City_141,City_81,10455153
City_141,City_82,10272365
City_141,City_83,6549391
City_141,City_84,7256775
City_141,City_85,7335777
City_141,City_86,7588019
City_141,City_87,7581308
City_141,City_88,7366316
City_141,City_9,8265809
City_141,City_90,6735119
City_141,City_91,6786650
City_141,City_93,6760081
City_141,City_94,6354013
City_141,City_95,5844874
City_141,City_99,7486561
City_142,City_1,8588617
City_142,City_10,9228262
City_142,City_100,7489069
City_142,City_101,7395503
City_142,City_102,12004776
City_142,City_105,13569928
City_142,City_106,15096203
City_142,City_107,12623361
City_142,City_108,14728322
City_142,City_109,12123935
City_142,City_11,9325629
City_142,City_114,9451539
City_142,City_118,12671254
City_142,City_12,8566983
City_142,City_125,4939302
City_142,City_13,4451065
City_142,City_131,9457328
City_142,City_132,8087511
City_142,City_134,7856171
City_142,City_135,7173962
City_142,City_138,3011164
City_142,City_14,4595571
City_142,City_143,6652029
City_142,City_144,7160218
City_142,City_15,4870578
City_142,City_151,6315338
City_142,City_153,7255092
City_142,City_154,6204661
City_142,City_155,5451910
City_142,City_156,5759088
City_142,City_157,6926136
City_142,City_16,4507347
City_142,City_17,5407818
City_142,City_18,4880789
City_142,City_23,12282878
City_142,City_24,15971874
City_142,City_26,13322272
City_142,City_28,14874015
City_142,City_29,13370265
City_142,City_3,9175090
City_142,City_30,12952957
City_142,City_31,14483691
City_142,City_33,6757032
City_142,City_35,6976701
City_142,City_37,6572253
City_142,City_38,7053528
City_142,City_39,6898475
City_142,City_40,6518529
City_142,City_42,6624976
City_142,City_43,11170858
City_142,City_44,10796399
City_142,City_45,10924007
City_142,City_49,10019981
City_142,City_5,7829513
City_142,City_50,11170881
City_142,City_51,9223696
City_142,City_52,10517250
City_142,City_53,7153636
City_142,City_54,6995036
City_142,City_57,6937442
City_142,City_58,9189991
City_142,City_61,7725119
City_142,City_63,3662623
City_142,City_66,3895244
City_142,City_7,8386286
City_142,City_71,9382686
City_142,City_72,9442396
City_142,City_73,8813512
City_142,City_81,10236511
City_142,City_82,10046624
City_142,City_83,6318779
City_142,City_84,6996958
City_142,City_85,7072855
City_142,City_86,7298945
City_142,City_87,7300449
City_142,City_88,7087310
City_142,City_9,8057008
City_142,City_90,6476084
City_142,City_91,6500179
City_142,City_93,6485962
City_142,City_94,6075462
City_142,City_95,5556863
City_142,City_99,7233160
City_143,City_106,8604957
City_143,City_108,8199378
City_143,City_122,3812888
City_143,City_128,6101103
City_143,City_137,2796239
City_143,City_138,9540533
City_143,City_141,6956589
City_143,City_142,6652029
City_143,City_150,2672898
City_143,City_152,2377896
City_143,City_158,1217003
City_143,City_24,9769098
City_143,City_35,1779428
City_143,City_38,2193433
City_143,City_47,6929472
City_143,City_51,7495325
City_143,City_53,8420712
City_143,City_62,6573895
City_143,City_63,3686595
City_143,City_66,2902986
City_143,City_72,6343295
City_143,City_75,6938499
City_143,City_79,7319894
City_143,City_84,2231493
City_143,City_92,1214442
City_143,City_98,2231023
City_144,City_106,8037349
City_144,City_108,7637521
City_144,City_118,10347817
City_144,City_122,4331249
City_144,City_128,6725473
City_144,City_137,3194911
City_144,City_138,9984354
City_144,City_141,7460315
City_144,City_142,7160218
City_144,City_143,631740
City_144,City_150,2499754
City_144,City_152,2240470
City_144,City_158,930009
City_144,City_17,4915693
City_144,City_23,6888452
City_144,City_24,9175399
City_144,City_29,8023676
City_144,City_31,8633137
City_144,City_35,1419150
City_144,City_38,1824916
City_144,City_47,7129327
City_144,City_51,7841728
City_144,City_53,8964228
City_144,City_62,7194026
City_144,City_63,4310587
City_144,City_66,3323896
City_144,City_72,6602699
City_144,City_75,7231898
City_144,City_79,7475407
City_144,City_84,1879445
City_144,City_85,1771363
City_144,City_92,938011
City_144,City_98,2485105
City_144,City_99,2101465
City_145,City_100,5645547
City_145,City_126,2230414
City_145,City_127,2490409
City_145,City_129,2902037
City_145,City_157,3942135
City_145,City_159,6223092
City_145,City_16,2761041
City_145,City_19,2529408
City_145,City_20,2480266
City_145,City_21,2280338
City_145,City_36,5074252
City_145,City_41,5222851
City_145,City_68,3902193
City_145,City_97,6903665
City_146,City_106,10433012
City_146,City_108,10018121
City_146,City_118,12425238
City_146,City_138,8051501
City_146,City_143,1927384
City_146,City_17,2797110
City_146,City_21,2873423
City_146,City_23,9362036
City_146,City_24,11646024
City_146,City_29,10528553
City_146,City_31,11186063
City_146,City_35,3301732
City_146,City_36,3350354
City_146,City_38,3653005
City_146,City_51,6783188
City_146,City_53,6938973
City_146,City_63,1763509
City_146,City_66,2040664
City_146,City_69,541479
City_146,City_72,6011188
City_146,City_84,3655928
City_146,City_85,3626316
City_146,City_99,3970145
City_147,City_1,6960153
City_147,City_103,13232968
City_147,City_105,13937122
City_147,City_112,12342298
City_147,City_113,11598431
City_147,City_12,7021171
City_147,City_123,14113316
City_147,City_130,6731737
City_147,City_131,5245025
City_147,City_132,4795873
City_147,City_134,6838126
City_147,City_135,6115229
City_147,City_2,7334510
City_147,City_26,14363484
City_147,City_27,11416675
City_147,City_32,12065949
City_147,City_43,7160355
City_147,City_44,7153794
City_147,City_46,7725279
City_147,City_48,6740970
City_147,City_49,7724207
City_147,City_5,8285812
City_147,City_57,6462239
City_147,City_58,5815365
City_147,City_6,7653577
City_147,City_61,7403308
City_147,City_71,7384444
City_147,City_73,8063343
City_147,City_74,7604780
City_147,City_76,7416202
City_147,City_77,6752682
City_147,City_8,8285492
City_147,City_80,7196697
City_147,City_82,7692792
City_148,City_1,6062446
City_148,City_103,16823191
City_148,City_105,17117845
City_148,City_112,15935314
City_148,City_113,15092487
City_148,City_12,6116632
City_148,City_123,11093365
City_148,City_130,4468676
City_148,City_131,4776713
City_148,City_132,2764562
City_148,City_134,5399978
City_148,City_135,3874723
City_148,City_2,7050208
City_148,City_26,17663864
City_148,City_27,14780066
City_148,City_32,15566959
City_148,City_43,7918370
City_148,City_44,7689655
City_148,City_46,7815564
City_148,City_48,6365165
City_148,City_49,7799359
City_148,City_5,7062529
City_148,City_57,4179110
City_148,City_58,5204856
City_148,City_6,6956429
City_148,City_61,5986591
City_148,City_71,7050589
City_148,City_73,7420058
City_148,City_74,7092479
City_148,City_76,7069931
City_148,City_77,6335163
City_148,City_8,7904276
City_148,City_80,7445414
City_148,City_82,7783178
City_149,City_23,14193894
City_149,City_29,13041389
City_149,City_31,11991144
City_15,City_106,13104450
City_15,City_108,12710253
City_15,City_118,16559149
City_15,City_122,4446932
City_15,City_128,559486
City_15,City_137,5508953
City_15,City_138,7113907
City_15,City_141,5045165
City_15,City_142,4870578
City_15,City_143,5985192
City_15,City_150,7798034
City_15,City_152,7515807
City_15,City_158,7019436
City_15,City_17,1767651
City_15,City_23,13472919
City_15,City_24,14419816
City_15,City_29,14560001
City_15,City_31,14906242
City_15,City_35,7541224
City_15,City_38,7894533
City_15,City_47,5459438
City_15,City_51,4353190
City_15,City_53,2902346
City_15,City_62,685937
City_15,City_63,2943851
City_15,City_66,5363200
City_15,City_72,4743298
City_15,City_75,4628056
City_15,City_79,5994438
City_15,City_84,7895902
City_15,City_85,7868228
City_15,City_92,7007132
City_15,City_98,6200981
City_15,City_99,8210851
City_150,City_1,9704641
City_150,City_10,9248993
City_150,City_100,1262590
City_150,City_101,1155011
City_150,City_102,6000756
City_150,City_104,9744068
City_150,City_105,7334021
City_150,City_106,8888032
City_150,City_107,6512056
City_150,City_108,8566384
City_150,City_109,6010493
City_150,City_11,9483123
City_150,City_110,9648849
City_150,City_112,9858491
City_150,City_113,9754608
City_150,City_114,9133692
City_150,City_118,8794638
City_150,City_12,9644576
City_150,City_125,2304941
City_150,City_13,6764982
City_150,City_131,11414443
City_150,City_132,11964259
City_150,City_134,9788928
City_150,City_135,10626913
City_150,City_138,8544886
City_150,City_14,7589764
City_150,City_143,2672898
City_150,City_144,2499754
City_150,City_15,7798034
City_150,City_151,270236
City_150,City_153,2291012
City_150,City_154,1057272
City_150,City_155,1458690
City_150,City_156,1216114
City_150,City_157,2008410
City_150,City_16,6883716
City_150,City_17,6452705
City_150,City_18,7339684
City_150,City_23,6304784
City_150,City_24,9687737
City_150,City_26,7179705
City_150,City_28,8683252
City_150,City_29,7499724
City_150,City_3,8466698
City_150,City_30,6841893
City_150,City_31,8448436
City_150,City_32,9381487
City_150,City_33,1186007
City_150,City_35,1192574
City_150,City_37,676425
City_150,City_38,961686
City_150,City_39,660478
City_150,City_40,277619
City_150,City_42,816281
City_150,City_43,10089279
City_150,City_44,9978091
City_150,City_45,10003304
City_150,City_49,9262994
City_150,City_5,8371028
City_150,City_50,10110763
City_150,City_51,10130788
City_150,City_52,9846799
City_150,City_53,10586432
City_150,City_54,9370427
City_150,City_57,10277819
City_150,City_58,10848580
City_150,City_61,9225393
City_150,City_63,4921305
City_150,City_66,2719782
City_150,City_7,8424942
City_150,City_71,9424929
City_150,City_72,9016129
City_150,City_73,8701807
City_150,City_81,9574439
City_150,City_82,9297581
City_150,City_83,337875
City_150,City_84,883984
City_150,City_85,1009253
City_150,City_86,1981498
City_150,City_87,1667358
City_150,City_88,1469584
City_150,City_9,8658678
City_150,City_90,516929
City_150,City_91,1528459
City_150,City_93,1021605
City_150,City_94,1163067
City_150,City_95,1662483
City_150,City_99,1001690
City_151,City_106,8825572
City_151,City_108,8492792
City_151,City_118,8990017
City_151,City_122,3886863
City_151,City_128,7550637
City_151,City_137,2467464
City_151,City_138,8660138
City_151,City_141,6567691
City_151,City_142,6315338
City_151,City_143,2403872
City_151,City_150,270236
City_151,City_152,123925
City_151,City_158,1304401
City_151,City_17,6237456
City_151,City_23,6379864
City_151,City_24,9669298
City_151,City_29,7578758
City_151,City_31,8497796
City_151,City_35,960512
City_151,City_38,797775
City_151,City_47,9322999
City_151,City_51,9869175
City_151,City_53,10381892
City_151,City_62,8066323
City_151,City_63,4770616
City_151,City_66,2647447
City_151,City_72,8747160
City_151,City_75,9338155
City_151,City_79,9692961
City_151,City_84,725683
City_151,City_85,836543
City_151,City_92,1295396
City_151,City_98,1546348
City_151,City_99,919051
City_152,City_1,9393396
City_152,City_10,8946109
City_152,City_100,1295355
City_152,City_101,1200020
City_152,City_102,6196905
City_152,City_104,9854799
City_152,City_105,7471006
City_152,City_106,8941356
City_152,City_107,6685751
City_152,City_108,8606657
City_152,City_109,6187290
City_152,City_11,9179793
City_152,City_110,9856385
City_152,City_112,10050423
City_152,City_113,9866373
City_152,City_114,9429500
City_152,City_118,9086842
City_152,City_12,9333384
City_152,City_125,2024569
City_152,City_13,6483267
City_152,City_131,11102755
City_152,City_132,11666836
City_152,City_134,9477599
City_152,City_135,10329613
City_152,City_138,8556595
City_152,City_14,7312324
City_152,City_143,2377896
City_152,City_144,2240470
City_152,City_15,7515807
City_152,City_151,123925
City_152,City_153,2050852
City_152,City_154,752138
City_152,City_155,1172391
City_152,City_156,912046
City_152,City_157,1748306
City_152,City_16,6601520
City_152,City_17,6149536
City_152,City_18,7052429
City_152,City_23,6502245
City_152,City_24,9790684
City_152,City_26,7342688
City_152,City_28,8731143
City_152,City_29,7700923
City_152,City_3,8169997
City_152,City_30,7013404
City_152,City_31,8621547
City_152,City_32,9506939
City_152,City_33,959838
City_152,City_35,1022571
City_152,City_37,486280
City_152,City_38,898911
City_152,City_39,705526
City_152,City_40,356264
City_152,City_42,1127731
City_152,City_43,9818777
City_152,City_44,9698891
City_152,City_45,9727158
City_152,City_49,8974643
City_152,City_5,8059600
City_152,City_50,9839903
City_152,City_51,9822197
City_152,City_52,9562402
City_152,City_53,10289010
City_152,City_54,9064025
City_152,City_57,9980729
City_152,City_58,10537125
City_152,City_61,8913465
City_152,City_63,4658583
City_152,City_66,2524039
City_152,City_7,8117224
City_152,City_71,9122882
City_152,City_72,8718785
City_152,City_73,8397325
City_152,City_81,9287029
City_152,City_82,9009393
City_152,City_83,645594
City_152,City_84,829765
City_152,City_85,933919
City_152,City_86,1769877
City_152,City_87,1493944
City_152,City_88,1279187
City_152,City_9,8347598
City_152,City_90,331873
City_152,City_91,1243130
City_152,City_93,754088
City_152,City_94,851912
City_152,City_95,1360108
City_152,City_99,1037750
City_153,City_106,7902660
City_153,City_108,7509293
City_153,City_118,10048280
City_153,City_122,4444729
City_153,City_128,6992510
City_153,City_137,3242362
City_153,City_138,10026201
City_153,City_141,7551014
City_153,City_142,7255092
City_153,City_143,892293
City_153,City_150,2291012
City_153,City_152,2050852
City_153,City_158,735903
City_153,City_17,5206269
City_153,City_23,6618426
City_153,City_24,9010717
City_153,City_29,7762985
City_153,City_31,8400030
City_153,City_35,1161694
City_153,City_38,1556366
City_153,City_47,7382283
City_153,City_51,8127394
City_153,City_53,9264480
City_153,City_62,7466167
City_153,City_63,4528008
City_153,City_66,3382638
City_153,City_72,6871640
City_153,City_75,7507590
City_153,City_79,7715058
City_153,City_84,1615462
City_153,City_85,1501316
City_153,City_92,748697
City_153,City_98,2468459
City_153,City_99,1820897
City_154,City_106,8891589
City_154,City_108,8528649
City_154,City_118,9704900
City_154,City_122,3557479
City_154,City_128,6923573
City_154,City_137,2173655
City_154,City_138,8784403
City_154,City_141,6480648
City_154,City_142,6204661
City_154,City_143,1631228
City_154,City_150,1057272
City_154,City_152,752138
City_154,City_158,715168
City_154,City_17,5496123
City_154,City_23,6846667
City_154,City_24,9855784
City_154,City_29,8044564
City_154,City_31,8880791
City_154,City_35,781466
City_154,City_38,993208
City_154,City_47,8560699
City_154,City_51,9073925
City_154,City_53,9651653
City_154,City_62,7433898
City_154,City_63,4185470
City_154,City_66,2344973
City_154,City_72,7967970
City_154,City_75,8550483
City_154,City_79,8947349
City_154,City_84,974200
City_154,City_85,984500
City_154,City_92,698007
City_154,City_98,1250522
City_154,City_99,1287990
City_155,City_106,9646030
City_155,City_108,9276705
City_155,City_118,10253313
City_155,City_122,2781787
City_155,City_128,6273041
City_155,City_137,1405309
City_155,City_138,8106247
City_155,City_141,5733116
City_155,City_142,5451910
City_155,City_143,1777410
City_155,City_150,1458690
City_155,City_152,1172391
City_155,City_158,1360040
City_155,City_17,5008403
City_155,City_23,7584175
City_155,City_24,10628178
City_155,City_29,8784151
City_155,City_31,9643930
City_155,City_35,1556176
City_155,City_38,1743959
City_155,City_47,8544645
City_155,City_51,8864395
City_155,City_53,9130068
City_155,City_62,6788423
City_155,City_63,3497946
City_155,City_66,1573526
City_155,City_72,7890494
City_155,City_75,8420273
City_155,City_79,8978555
City_155,City_84,1712504
City_155,City_85,1743070
City_155,City_92,1340105
City_155,City_98,525286
City_155,City_99,2014537
City_156,City_106,9337231
City_156,City_108,8971770
City_156,City_118,9994886
City_156,City_122,3109020
City_156,City_128,6566252
City_156,City_137,1723160
City_156,City_138,8372334
City_156,City_141,6037034
City_156,City_142,5759088
City_156,City_143,1712877
City_156,City_150,1216114
City_156,City_152,912046
City_156,City_158,1087556
City_156,City_17,5237679
City_156,City_23,7261124
City_156,City_24,10306450
City_156,City_29,8460748
City_156,City_31,9315537
City_156,City_35,1232110
City_156,City_38,1416037
City_156,City_47,8587526
City_156,City_51,8988255
City_156,City_53,9377859
City_156,City_62,7080163
City_156,City_63,3802137
City_156,City_66,1894298
City_156,City_72,7957881
City_156,City_75,8510647
City_156,City_79,9002280
City_156,City_84,1386196
City_156,City_85,1414388
City_156,City_92,1068140
City_156,City_98,806999
City_156,City_99,1690926
City_157,City_106,8212264
City_157,City_108,7823678
City_157,City_118,10061614
City_157,City_122,4131220
City_157,City_128,6860445
City_157,City_137,2897799
City_157,City_138,9674202
City_157,City_141,7219612
City_157,City_142,6926136
City_157,City_143,841505
City_157,City_150,2008410
City_157,City_152,1748306
City_157,City_158,441005
City_157,City_23,6756963
City_157,City_24,9295513
City_157,City_29,7920301
City_157,City_31,8605952
City_157,City_35,966051
City_157,City_38,1380478
City_157,City_47,7608359
City_157,City_51,8278087
City_157,City_53,9259501
City_157,City_62,7345569
City_157,City_63,4315645
City_157,City_66,3042326
City_157,City_72,7067638
City_157,City_75,7687381
City_157,City_79,7961536
City_157,City_84,1427370
City_157,City_85,1330246
City_157,City_92,447568
City_157,City_98,2108684
City_157,City_99,1676348
City_158,City_1,8328193
City_158,City_10,7766333
City_158,City_100,1357617
City_158,City_101,1364341
City_158,City_102,6283989
City_158,City_104,9429241
City_158,City_105,7224075
City_158,City_106,8306741
City_158,City_107,6640103
City_158,City_108,7930630
City_158,City_109,6174999
